 

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF5SE;200102;20010203;40;97;67
SLF5SE;200103;20010329;16;76;38
SLF5SE;200104;20010408;22;22;3
SLF5SE;200105;-;0;0;0
SLF5SE;200106;-;-;-;-
SLF5SE;200107;-;-;-;-
SLF5SE;200108;-;-;-;-
SLF5SE;200109;-;-;-;-
SLF5SE;200110;-;0;0;0
SLF5SE;200111;20011122;35;37;9
SLF5SE;200112;20011229;9;33;21
SLF5SE;200201;20020124;3;32;26
SLF5SE;200202;20020224;20;56;31
SLF5SE;200203;20020302;30;62;18
SLF5SE;200204;20020408;1;1;0
SLF5SE;200205;20020503;30;51;9
SLF5SE;200206;-;-;-;-
SLF5SE;200207;-;-;-;-
SLF5SE;200208;-;-;-;-
SLF5SE;200209;-;-;-;-
SLF5SE;200210;20021009;6;6;1
SLF5SE;200211;20021104;21;35;16
SLF5SE;200212;20021216;21;58;39
SLF5SE;200301;20030123;35;96;51
SLF5SE;200302;20030203;36;137;99
SLF5SE;200303;20030312;3;80;45
SLF5SE;200304;20030406;6;6;1
SLF5SE;200305;-;0;0;0
SLF5SE;200306;-;-;-;-
SLF5SE;200307;-;-;-;-
SLF5SE;200308;-;-;-;-
SLF5SE;200309;-;-;-;-
SLF5SE;200310;20031031;25;15;1
SLF5SE;200311;20031127;20;25;10
SLF5SE;200312;20031215;28;50;17
SLF5SE;200401;20040120;35;102;66
SLF5SE;200402;20040211;15;83;69
SLF5SE;200403;20040310;20;78;51
SLF5SE;200404;20040419;15;23;3
SLF5SE;200405;20040505;40;40;2
SLF5SE;200406;-;-;-;-
SLF5SE;200407;-;-;-;-
SLF5SE;200408;-;-;-;-
SLF5SE;200409;-;-;-;-
SLF5SE;200410;20041015;6;6;0
SLF5SE;200411;20041120;12;22;6
SLF5SE;200412;20041218;35;67;27
SLF5SE;200501;20050121;45;93;59
SLF5SE;200502;20050202;15;105;90
SLF5SE;200503;-;-;-;-
SLF5SE;200504;-;-;-;-
SLF5SE;200505;20050507;4;4;0
SLF5SE;200506;-;-;-;-
SLF5SE;200507;-;-;-;-
SLF5SE;200508;-;-;-;-
SLF5SE;200509;-;-;-;-
SLF5SE;200510;20051002;2;2;0
SLF5SE;200511;20051121;7;10;3
SLF5SE;200512;20051216;37;57;27
SLF5SE;200601;20060127;26;76;52
SLF5SE;200602;-;-;-;-
SLF5SE;200603;20060308;24;110;78
SLF5SE;200604;-;-;-;-
SLF5SE;200605;20060530;10;10;0
SLF5SE;200606;-;-;-;-
SLF5SE;200607;-;-;-;-
SLF5SE;200608;-;-;-;-
SLF5SE;200609;-;-;-;-
SLF5SE;200610;-;0;0;0
SLF5SE;200611;20061121;6;6;1
SLF5SE;200612;20061208;33;41;13

stn;time;hti000mx;hns000mx;hto000mx;hto000m0
SLF7MZ;199701;19970103;21;106;88
SLF7MZ;199702;19970218;13;83;75
SLF7MZ;199703;19970318;6;65;35
SLF7MZ;199704;19970427;6;6;0
SLF7MZ;199705;19970506;24;27;2
SLF7MZ;199706;-;-;-;-
SLF7MZ;199707;-;-;-;-
SLF7MZ;199708;-;-;-;-
SLF7MZ;199709;-;-;-;-
SLF7MZ;199710;-;0;0;0
SLF7MZ;199711;19971111;25;45;23
SLF7MZ;199712;19971219;19;75;48
SLF7MZ;199801;19980114;10;83;74
SLF7MZ;199802;19980222;16;78;71
